sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
35,802.372043,19.42,11,9,9,61.0
61,802.371444,18.56,10,9,9,61.0
62,802.363969,7.8,11,9,9,61.0
89,802.351445,-10.24,12,12,12,61.0
99,802.346431,-17.46,10,7,7,61.0
Total,,,54,46,46,61.0
