sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
14,95.797517,58.04,19,14,12,116.5
15,95.807549,72.48,16,14,12,116.5
41,95.83917,118.02,18,17,17,117.0
55,95.819086,89.09,19,18,17,117.0
75,95.81944,89.6,19,19,19,118.0
82,95.832524,108.45,17,17,17,117.0
Total,,,108,99,94,117.0
