planet,sector,transit_n,data_type,tag,model,mu,r2,regime,n_points,image,status
KELT-09,41,4,in_transit_resid,resid,exponential,1.73704,-69375.59337,Superdiffusive,117,transit_04_resid_msd.png,ok
KELT-09,41,4,post_baseline,post,exponential,1.72965,-96187.15351,Superdiffusive,118,transit_04_post_msd.png,ok
KELT-09,41,5,pre_baseline,pre,exponential,1.73787,-236856.85797,Superdiffusive,117,transit_05_pre_msd.png,ok
KELT-09,41,5,in_transit_raw,raw,exponential,1.94369,-2.37002,Superdiffusive,117,transit_05_raw_msd.png,ok
KELT-09,41,5,in_transit_model,model,exponential,2.08578,-4.32464,Hyperballistic,117,transit_05_model_msd.png,ok
KELT-09,41,5,in_transit_resid,resid,exponential,1.7378,-13441.71364,Superdiffusive,117,transit_05_resid_msd.png,ok
KELT-09,41,5,post_baseline,post,exponential,1.73147,-237359.84338,Superdiffusive,118,transit_05_post_msd.png,ok
KELT-09,41,6,pre_baseline,pre,exponential,1.73229,-241020.49985,Superdiffusive,118,transit_06_pre_msd.png,ok
KELT-09,41,6,in_transit_raw,raw,exponential,2.00605,-4.13551,Hyperballistic,117,transit_06_raw_msd.png,ok
KELT-09,41,6,in_transit_model,model,exponential,2.08615,-4.33283,Hyperballistic,117,transit_06_model_msd.png,ok
KELT-09,41,6,in_transit_resid,resid,exponential,1.73824,-81458.39062,Superdiffusive,117,transit_06_resid_msd.png,ok
KELT-09,41,6,post_baseline,post,exponential,1.73155,-247009.6457,Superdiffusive,118,transit_06_post_msd.png,ok
KELT-09,41,7,pre_baseline,pre,exponential,1.73285,-230292.54679,Superdiffusive,118,transit_07_pre_msd.png,ok
KELT-09,41,7,in_transit_raw,raw,exponential,2.00087,-2.80623,Hyperballistic,117,transit_07_raw_msd.png,ok
KELT-09,41,7,in_transit_model,model,exponential,2.0861,-4.33168,Hyperballistic,117,transit_07_model_msd.png,ok
KELT-09,41,7,in_transit_resid,resid,exponential,1.738,-30102.98099,Superdiffusive,117,transit_07_resid_msd.png,ok
KELT-09,41,7,post_baseline,post,exponential,1.73041,-102950.22978,Superdiffusive,118,transit_07_post_msd.png,ok
KELT-09,41,8,pre_baseline,pre,exponential,1.73791,-170701.31669,Superdiffusive,117,transit_08_pre_msd.png,ok
KELT-09,41,8,in_transit_raw,raw,exponential,1.92083,-2.13708,Superdiffusive,118,transit_08_raw_msd.png,ok
KELT-09,41,8,in_transit_model,model,exponential,2.03713,-3.7043,Hyperballistic,118,transit_08_model_msd.png,ok
KELT-09,41,8,in_transit_resid,resid,exponential,1.72999,-13505.19507,Superdiffusive,118,transit_08_resid_msd.png,ok
KELT-09,41,8,post_baseline,post,exponential,1.73767,-119594.60414,Superdiffusive,117,transit_08_post_msd.png,ok
KELT-09,41,9,pre_baseline,pre,exponential,1.73278,-380590.96496,Superdiffusive,118,transit_09_pre_msd.png,ok
KELT-09,41,9,in_transit_raw,raw,exponential,2.00573,-3.36175,Hyperballistic,117,transit_09_raw_msd.png,ok
KELT-09,41,9,in_transit_model,model,exponential,2.0861,-4.33171,Hyperballistic,117,transit_09_model_msd.png,ok
KELT-09,41,9,in_transit_resid,resid,exponential,1.73865,-13970.12666,Superdiffusive,117,transit_09_resid_msd.png,ok
KELT-09,41,9,post_baseline,post,exponential,1.73151,-238811.72182,Superdiffusive,118,transit_09_post_msd.png,ok
KELT-09,41,10,pre_baseline,pre,exponential,1.73829,-75696.05345,Superdiffusive,117,transit_10_pre_msd.png,ok
KELT-09,41,10,in_transit_raw,raw,exponential,1.91447,-2.27716,Superdiffusive,118,transit_10_raw_msd.png,ok
KELT-09,41,10,in_transit_model,model,exponential,2.03699,-3.70437,Hyperballistic,118,transit_10_model_msd.png,ok
KELT-09,41,10,in_transit_resid,resid,exponential,1.73172,-9575.00719,Superdiffusive,118,transit_10_resid_msd.png,ok
KELT-09,41,10,post_baseline,post,exponential,1.73836,-145131.82678,Superdiffusive,117,transit_10_post_msd.png,ok
KELT-09,41,11,pre_baseline,pre,exponential,1.73977,-416134.94238,Superdiffusive,117,transit_11_pre_msd.png,ok
KELT-09,41,11,in_transit_raw,raw,exponential,1.95916,-3.4966,Superdiffusive,117,transit_11_raw_msd.png,ok
KELT-09,41,11,in_transit_model,model,exponential,2.08616,-4.33214,Hyperballistic,117,transit_11_model_msd.png,ok
KELT-09,41,11,in_transit_resid,resid,exponential,1.73691,-60902.89369,Superdiffusive,117,transit_11_resid_msd.png,ok
KELT-09,41,11,post_baseline,post,exponential,1.7327,-266020.2491,Superdiffusive,118,transit_11_post_msd.png,ok
KELT-09,41,12,pre_baseline,pre,exponential,1.74029,-429505.80116,Superdiffusive,117,transit_12_pre_msd.png,ok
KELT-09,41,12,in_transit_raw,raw,exponential,2.01024,-3.72814,Hyperballistic,118,transit_12_raw_msd.png,ok
KELT-09,41,12,in_transit_model,model,exponential,2.03707,-3.70612,Hyperballistic,118,transit_12_model_msd.png,ok
KELT-09,41,12,in_transit_resid,resid,exponential,1.72845,-30499.14099,Superdiffusive,118,transit_12_resid_msd.png,ok
KELT-09,41,12,post_baseline,post,exponential,1.73801,-255605.69062,Superdiffusive,117,transit_12_post_msd.png,ok
KELT-09,41,13,pre_baseline,pre,exponential,1.89139,-213443.6914,Superdiffusive,110,transit_13_pre_msd.png,ok
KELT-09,41,13,in_transit_raw,raw,exponential,1.92573,-2.17697,Superdiffusive,118,transit_13_raw_msd.png,ok
KELT-09,41,13,in_transit_model,model,exponential,2.03695,-3.7046,Hyperballistic,118,transit_13_model_msd.png,ok
KELT-09,41,13,in_transit_resid,resid,exponential,1.73203,-16595.41559,Superdiffusive,118,transit_13_resid_msd.png,ok
KELT-09,41,13,post_baseline,post,exponential,1.73938,-171892.19967,Superdiffusive,117,transit_13_post_msd.png,ok
KELT-09,41,14,pre_baseline,pre,exponential,1.73948,-235421.87236,Superdiffusive,116,transit_14_pre_msd.png,ok
KELT-09,41,14,in_transit_raw,raw,exponential,1.93462,-2.35003,Superdiffusive,118,transit_14_raw_msd.png,ok
KELT-09,41,14,in_transit_model,model,exponential,2.03704,-3.70596,Hyperballistic,118,transit_14_model_msd.png,ok
KELT-09,41,14,in_transit_resid,resid,exponential,1.73086,-37331.25496,Superdiffusive,118,transit_14_resid_msd.png,ok
KELT-09,41,14,post_baseline,post,exponential,1.73898,-230244.94762,Superdiffusive,117,transit_14_post_msd.png,ok
KELT-09,41,15,pre_baseline,pre,exponential,1.73723,-103025.8732,Superdiffusive,117,transit_15_pre_msd.png,ok
KELT-09,41,15,in_transit_raw,raw,exponential,1.99354,-3.56419,Superdiffusive,118,transit_15_raw_msd.png,ok
KELT-09,41,15,in_transit_model,model,exponential,2.03695,-3.70396,Hyperballistic,118,transit_15_model_msd.png,ok
KELT-09,41,15,in_transit_resid,resid,exponential,1.73042,-92279.86185,Superdiffusive,118,transit_15_resid_msd.png,ok
KELT-09,41,15,post_baseline,post,exponential,1.7365,-163015.89164,Superdiffusive,117,transit_15_post_msd.png,ok
KELT-09,41,16,pre_baseline,pre,exponential,1.73735,-163210.49872,Superdiffusive,117,transit_16_pre_msd.png,ok
KELT-09,41,16,in_transit_raw,raw,exponential,1.92455,-2.43798,Superdiffusive,118,transit_16_raw_msd.png,ok
KELT-09,41,16,in_transit_model,model,exponential,2.03685,-3.70149,Hyperballistic,118,transit_16_model_msd.png,ok
KELT-09,41,16,in_transit_resid,resid,exponential,1.73017,-14805.81172,Superdiffusive,118,transit_16_resid_msd.png,ok
KELT-09,41,16,post_baseline,post,exponential,1.7374,-143073.69628,Superdiffusive,117,transit_16_post_msd.png,ok
KELT-09,41,17,pre_baseline,pre,exponential,1.73747,-143189.35935,Superdiffusive,117,transit_17_pre_msd.png,ok
KELT-09,41,17,in_transit_raw,raw,exponential,1.91792,-2.67207,Superdiffusive,118,transit_17_raw_msd.png,ok
KELT-09,41,17,in_transit_model,model,exponential,2.03698,-3.70351,Hyperballistic,118,transit_17_model_msd.png,ok
KELT-09,41,17,in_transit_resid,resid,exponential,1.73138,-22101.97014,Superdiffusive,118,transit_17_resid_msd.png,ok
KELT-09,41,17,post_baseline,post,exponential,1.7389,-219541.962,Superdiffusive,117,transit_17_post_msd.png,ok
