planet,sector,transit_n,data_type,tag,model,mu,r2,regime,n_points,image,status
KELT-09,41,1,pre_baseline,pre,exponential,1.73893,-158259.0885,Superdiffusive,117,transit_01_pre_msd.png,ok
KELT-09,41,1,in_transit_raw,raw,exponential,1.99557,-3.66308,Superdiffusive,118,transit_01_raw_msd.png,ok
KELT-09,41,1,in_transit_model,model,exponential,2.03714,-3.70717,Hyperballistic,118,transit_01_model_msd.png,ok
KELT-09,41,1,in_transit_resid,resid,exponential,1.73127,-16686.01231,Superdiffusive,118,transit_01_resid_msd.png,ok
KELT-09,41,1,post_baseline,post,exponential,1.73856,-204284.81474,Superdiffusive,117,transit_01_post_msd.png,ok
KELT-09,41,2,pre_baseline,pre,exponential,1.73123,-179740.83172,Superdiffusive,118,transit_02_pre_msd.png,ok
KELT-09,41,2,in_transit_raw,raw,exponential,1.99751,-3.30475,Superdiffusive,117,transit_02_raw_msd.png,ok
KELT-09,41,2,in_transit_model,model,exponential,2.08618,-4.33333,Hyperballistic,117,transit_02_model_msd.png,ok
KELT-09,41,2,in_transit_resid,resid,exponential,1.73899,-37514.92969,Superdiffusive,117,transit_02_resid_msd.png,ok
KELT-09,41,2,post_baseline,post,exponential,1.73202,-137604.67819,Superdiffusive,118,transit_02_post_msd.png,ok
KELT-09,41,3,pre_baseline,pre,exponential,1.7374,-144043.57882,Superdiffusive,117,transit_03_pre_msd.png,ok
KELT-09,41,3,in_transit_raw,raw,exponential,1.969,-2.49822,Superdiffusive,118,transit_03_raw_msd.png,ok
KELT-09,41,3,in_transit_model,model,exponential,2.03671,-3.70179,Hyperballistic,118,transit_03_model_msd.png,ok
KELT-09,41,3,in_transit_resid,resid,exponential,1.73192,-47067.6808,Superdiffusive,118,transit_03_resid_msd.png,ok
KELT-09,41,3,post_baseline,post,exponential,1.73839,-149248.88124,Superdiffusive,117,transit_03_post_msd.png,ok
KELT-09,41,4,pre_baseline,pre,exponential,1.73191,-133746.71703,Superdiffusive,118,transit_04_pre_msd.png,ok
KELT-09,41,4,in_transit_raw,raw,exponential,2.04247,-5.66311,Hyperballistic,117,transit_04_raw_msd.png,ok
KELT-09,41,4,in_transit_model,model,exponential,2.0862,-4.33265,Hyperballistic,117,transit_04_model_msd.png,ok
