sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
44,226.266921,96.89,8,8,8,104.0
45,226.33117,189.41,8,7,7,104.0
46,226.260649,87.86,8,7,7,104.0
71,226.27456,107.89,7,6,6,104.0
72,226.279682,115.27,8,8,7,104.0
Total,,,39,36,35,104.0
