sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
15,1711.758219,41.29,3,3,3,117.0
21,1711.756983,39.51,3,3,3,120.0
22,1711.73445,7.06,3,3,3,120.0
41,1711.73414,6.61,4,4,4,120.0
48,1711.733118,5.14,3,3,3,120.0
49,1711.743395,19.94,2,2,2,120.0
75,1711.688852,-58.6,3,2,2,120.0
76,1711.696061,-48.22,4,4,3,120.0
Total,,,25,24,23,119.6
