planet,sector,transit_n,data_type,tag,model,mu,r2,regime,n_points,image,status
KELT-17,44,1,pre_baseline,pre,exponential,2.79188,-7290.35286,Hyperballistic,104,transit_01_pre_msd.png,ok
KELT-17,44,1,in_transit_raw,raw,exponential,2.20657,-4.21148,Hyperballistic,104,transit_01_raw_msd.png,ok
KELT-17,44,1,in_transit_model,model,exponential,2.15614,-2.74063,Hyperballistic,104,transit_01_model_msd.png,ok
KELT-17,44,1,in_transit_resid,resid,exponential,2.78862,-10662.75331,Hyperballistic,104,transit_01_resid_msd.png,ok
KELT-17,44,1,post_baseline,post,exponential,2.7953,-18752.51687,Hyperballistic,104,transit_01_post_msd.png,ok
KELT-17,44,2,pre_baseline,pre,exponential,2.80139,-11646.46047,Hyperballistic,104,transit_02_pre_msd.png,ok
KELT-17,44,2,in_transit_raw,raw,exponential,2.21793,-3.55615,Hyperballistic,104,transit_02_raw_msd.png,ok
KELT-17,44,2,in_transit_model,model,exponential,2.15545,-2.73504,Hyperballistic,104,transit_02_model_msd.png,ok
KELT-17,44,2,in_transit_resid,resid,exponential,2.8,-23552.12915,Hyperballistic,104,transit_02_resid_msd.png,ok
KELT-17,44,2,post_baseline,post,exponential,2.80242,-19914.67736,Hyperballistic,104,transit_02_post_msd.png,ok
KELT-17,44,3,pre_baseline,pre,exponential,2.79143,-10182.67087,Hyperballistic,104,transit_03_pre_msd.png,ok
KELT-17,44,3,in_transit_raw,raw,exponential,2.21935,-4.31331,Hyperballistic,104,transit_03_raw_msd.png,ok
KELT-17,44,3,in_transit_model,model,exponential,2.15591,-2.73885,Hyperballistic,104,transit_03_model_msd.png,ok
KELT-17,44,3,in_transit_resid,resid,exponential,2.7985,-18069.59433,Hyperballistic,104,transit_03_resid_msd.png,ok
KELT-17,44,3,post_baseline,post,exponential,2.7904,-13317.29591,Hyperballistic,104,transit_03_post_msd.png,ok
KELT-17,44,4,pre_baseline,pre,exponential,2.79599,-15258.85231,Hyperballistic,105,transit_04_pre_msd.png,ok
KELT-17,44,4,in_transit_raw,raw,exponential,2.25728,-4.21437,Hyperballistic,104,transit_04_raw_msd.png,ok
KELT-17,44,4,in_transit_model,model,exponential,2.15384,-2.72114,Hyperballistic,104,transit_04_model_msd.png,ok
KELT-17,44,4,in_transit_resid,resid,exponential,2.79939,-15286.677,Hyperballistic,104,transit_04_resid_msd.png,ok
KELT-17,44,4,post_baseline,post,exponential,2.00227,-2053.02151,Hyperballistic,12,transit_04_post_msd.png,ok
KELT-17,44,5,pre_baseline,pre,exponential,2.10465,-920.02355,Hyperballistic,94,transit_05_pre_msd.png,ok
KELT-17,44,5,in_transit_raw,raw,exponential,2.10019,-2.47123,Hyperballistic,105,transit_05_raw_msd.png,ok
KELT-17,44,5,in_transit_model,model,exponential,2.10279,-2.36074,Hyperballistic,105,transit_05_model_msd.png,ok
KELT-17,44,5,in_transit_resid,resid,exponential,2.79536,-13018.1382,Hyperballistic,105,transit_05_resid_msd.png,ok
KELT-17,44,5,post_baseline,post,exponential,2.79337,-14374.01563,Hyperballistic,104,transit_05_post_msd.png,ok
KELT-17,44,6,pre_baseline,pre,exponential,2.79689,-12741.1005,Hyperballistic,104,transit_06_pre_msd.png,ok
KELT-17,44,6,in_transit_raw,raw,exponential,2.18924,-3.81244,Hyperballistic,104,transit_06_raw_msd.png,ok
KELT-17,44,6,in_transit_model,model,exponential,2.15561,-2.73488,Hyperballistic,104,transit_06_model_msd.png,ok
KELT-17,44,6,in_transit_resid,resid,exponential,2.7997,-21658.23574,Hyperballistic,104,transit_06_resid_msd.png,ok
KELT-17,44,6,post_baseline,post,exponential,2.8009,-14229.2857,Hyperballistic,105,transit_06_post_msd.png,ok
KELT-17,44,7,pre_baseline,pre,exponential,3.14193,-10473.24935,Hyperballistic,97,transit_07_pre_msd.png,ok
KELT-17,44,7,in_transit_raw,raw,exponential,2.17649,-3.65996,Hyperballistic,103,transit_07_raw_msd.png,ok
KELT-17,44,7,in_transit_model,model,exponential,2.1237,-2.673,Hyperballistic,103,transit_07_model_msd.png,ok
KELT-17,44,7,in_transit_resid,resid,exponential,2.78956,-6356.90371,Hyperballistic,103,transit_07_resid_msd.png,ok
KELT-17,44,7,post_baseline,post,exponential,2.80212,-19649.71554,Hyperballistic,104,transit_07_post_msd.png,ok
KELT-17,44,8,pre_baseline,pre,exponential,2.79473,-13571.36246,Hyperballistic,105,transit_08_pre_msd.png,ok
KELT-17,44,8,in_transit_raw,raw,exponential,2.16935,-3.14192,Hyperballistic,104,transit_08_raw_msd.png,ok
KELT-17,44,8,in_transit_model,model,exponential,2.15536,-2.73203,Hyperballistic,104,transit_08_model_msd.png,ok
KELT-17,44,8,in_transit_resid,resid,exponential,2.78019,-9109.94665,Hyperballistic,104,transit_08_resid_msd.png,ok
KELT-17,44,8,post_baseline,post,exponential,2.80095,-19663.53593,Hyperballistic,104,transit_08_post_msd.png,ok
