planet,sector,transit_n,data_type,tag,model,mu,r2,regime,n_points,image,status
KELT-23,14,6,in_transit_raw,raw,exponential,1.21331,-0.40246,Superdiffusive,67,transit_06_raw_msd.png,ok
KELT-23,14,6,in_transit_model,model,exponential,0.61447,0.97522,Subdiffusive,67,transit_06_model_msd.png,ok
KELT-23,14,6,in_transit_resid,resid,exponential,3.18607,-415.67392,Hyperballistic,67,transit_06_resid_msd.png,ok
KELT-23,14,6,post_baseline,post,exponential,3.05718,-1987.79736,Hyperballistic,71,transit_06_post_msd.png,ok
KELT-23,14,7,pre_baseline,pre,exponential,2.87879,-3178.74786,Hyperballistic,72,transit_07_pre_msd.png,ok
KELT-23,14,7,in_transit_raw,raw,exponential,1.22944,-0.45976,Superdiffusive,69,transit_07_raw_msd.png,ok
KELT-23,14,7,in_transit_model,model,exponential,1.19257,-0.05301,Superdiffusive,69,transit_07_model_msd.png,ok
KELT-23,14,7,in_transit_resid,resid,exponential,3.11203,-318.22606,Hyperballistic,69,transit_07_resid_msd.png,ok
KELT-23,14,7,post_baseline,post,exponential,2.89049,-1418.02519,Hyperballistic,72,transit_07_post_msd.png,ok
KELT-23,14,8,pre_baseline,pre,exponential,3.06702,-2494.51377,Hyperballistic,70,transit_08_pre_msd.png,ok
KELT-23,14,8,in_transit_raw,raw,exponential,1.18252,-0.21519,Superdiffusive,69,transit_08_raw_msd.png,ok
KELT-23,14,8,in_transit_model,model,exponential,0.67042,0.98234,Subdiffusive,69,transit_08_model_msd.png,ok
KELT-23,14,8,in_transit_resid,resid,exponential,3.1518,-1140.58954,Hyperballistic,69,transit_08_resid_msd.png,ok
KELT-23,14,8,post_baseline,post,exponential,3.06247,-1779.5473,Hyperballistic,71,transit_08_post_msd.png,ok
KELT-23,14,9,pre_baseline,pre,exponential,3.05239,-1482.14693,Hyperballistic,71,transit_09_pre_msd.png,ok
KELT-23,14,9,in_transit_raw,raw,exponential,1.16083,-0.16951,Superdiffusive,72,transit_09_raw_msd.png,ok
KELT-23,14,9,in_transit_model,model,exponential,0.20527,0.95973,Subdiffusive,72,transit_09_model_msd.png,ok
KELT-23,14,9,in_transit_resid,resid,exponential,2.89897,-988.60896,Hyperballistic,72,transit_09_resid_msd.png,ok
KELT-23,14,9,post_baseline,post,exponential,3.06331,-3951.61849,Hyperballistic,71,transit_09_post_msd.png,ok
KELT-23,14,10,pre_baseline,pre,exponential,3.20419,-5042.21599,Hyperballistic,69,transit_10_pre_msd.png,ok
KELT-23,14,10,in_transit_raw,raw,exponential,0.74166,0.96886,Subdiffusive,72,transit_10_raw_msd.png,ok
KELT-23,14,10,in_transit_model,model,exponential,0.20524,0.9597,Subdiffusive,72,transit_10_model_msd.png,ok
KELT-23,14,10,in_transit_resid,resid,exponential,2.90238,-1006.07628,Hyperballistic,72,transit_10_resid_msd.png,ok
KELT-23,14,10,post_baseline,post,exponential,3.18046,-2864.87836,Hyperballistic,69,transit_10_post_msd.png,ok
