planet,sector,transit_n,data_type,tag,model,mu,r2,regime,n_points,image,status
TOI-1259,58,1,pre_baseline,pre,exponential,2.77427,-125.01923,Hyperballistic,75,transit_01_pre_msd.png,ok
TOI-1259,58,1,in_transit_raw,raw,exponential,0.85502,0.97467,Subdiffusive,74,transit_01_raw_msd.png,ok
TOI-1259,58,1,in_transit_model,model,exponential,0.80717,0.97906,Subdiffusive,74,transit_01_model_msd.png,ok
TOI-1259,58,1,in_transit_resid,resid,exponential,2.75299,-136.53936,Hyperballistic,74,transit_01_resid_msd.png,ok
TOI-1259,58,1,post_baseline,post,exponential,2.79595,-249.56163,Hyperballistic,74,transit_01_post_msd.png,ok
TOI-1259,58,2,pre_baseline,pre,exponential,2.79863,-316.12048,Hyperballistic,74,transit_02_pre_msd.png,ok
TOI-1259,58,2,in_transit_raw,raw,exponential,0.74549,0.95045,Subdiffusive,74,transit_02_raw_msd.png,ok
TOI-1259,58,2,in_transit_model,model,exponential,0.83434,0.9799,Subdiffusive,74,transit_02_model_msd.png,ok
TOI-1259,58,2,in_transit_resid,resid,exponential,2.79414,-183.62984,Hyperballistic,74,transit_02_resid_msd.png,ok
TOI-1259,58,2,post_baseline,post,exponential,2.79017,-220.58284,Hyperballistic,75,transit_02_post_msd.png,ok
TOI-1259,58,3,pre_baseline,pre,exponential,2.78212,-197.78686,Hyperballistic,75,transit_03_pre_msd.png,ok
TOI-1259,58,3,in_transit_raw,raw,exponential,0.21447,0.93469,Subdiffusive,74,transit_03_raw_msd.png,ok
TOI-1259,58,3,in_transit_model,model,exponential,0.70479,0.97427,Subdiffusive,74,transit_03_model_msd.png,ok
TOI-1259,58,3,in_transit_resid,resid,exponential,2.80363,-206.59161,Hyperballistic,74,transit_03_resid_msd.png,ok
TOI-1259,58,3,post_baseline,post,exponential,2.80594,-232.40632,Hyperballistic,74,transit_03_post_msd.png,ok
TOI-1259,58,4,pre_baseline,pre,exponential,2.80306,-339.59472,Hyperballistic,74,transit_04_pre_msd.png,ok
TOI-1259,58,4,in_transit_raw,raw,exponential,0.78759,0.96906,Subdiffusive,74,transit_04_raw_msd.png,ok
TOI-1259,58,4,in_transit_model,model,exponential,0.70095,0.97407,Subdiffusive,74,transit_04_model_msd.png,ok
TOI-1259,58,4,in_transit_resid,resid,exponential,2.78205,-194.33117,Hyperballistic,74,transit_04_resid_msd.png,ok
TOI-1259,58,4,post_baseline,post,exponential,2.80891,-273.06009,Hyperballistic,74,transit_04_post_msd.png,ok
TOI-1259,58,5,pre_baseline,pre,exponential,2.80613,-203.44432,Hyperballistic,74,transit_05_pre_msd.png,ok
TOI-1259,58,5,in_transit_raw,raw,exponential,0.96282,0.96509,Near-Brownian,75,transit_05_raw_msd.png,ok
TOI-1259,58,5,in_transit_model,model,exponential,0.98521,0.98796,Near-Brownian,75,transit_05_model_msd.png,ok
TOI-1259,58,5,in_transit_resid,resid,exponential,2.73923,-105.84441,Hyperballistic,75,transit_05_resid_msd.png,ok
TOI-1259,58,5,post_baseline,post,exponential,2.80206,-225.22943,Hyperballistic,74,transit_05_post_msd.png,ok
TOI-1259,58,6,pre_baseline,pre,exponential,2.8051,-318.86158,Hyperballistic,75,transit_06_pre_msd.png,ok
TOI-1259,58,6,in_transit_raw,raw,exponential,0.74544,0.93658,Subdiffusive,74,transit_06_raw_msd.png,ok
TOI-1259,58,6,in_transit_model,model,exponential,0.84283,0.98065,Subdiffusive,74,transit_06_model_msd.png,ok
TOI-1259,58,6,in_transit_resid,resid,exponential,2.75128,-152.82905,Hyperballistic,74,transit_06_resid_msd.png,ok
TOI-1259,58,6,post_baseline,post,exponential,2.79964,-265.5519,Hyperballistic,74,transit_06_post_msd.png,ok
TOI-1259,58,7,pre_baseline,pre,exponential,2.7926,-222.88516,Hyperballistic,74,transit_07_pre_msd.png,ok
TOI-1259,58,7,in_transit_raw,raw,exponential,0.98534,0.95638,Near-Brownian,74,transit_07_raw_msd.png,ok
TOI-1259,58,7,in_transit_model,model,exponential,1.54313,0.99992,Superdiffusive,74,transit_07_model_msd.png,ok
TOI-1259,58,7,in_transit_resid,resid,exponential,2.72651,-99.55187,Hyperballistic,74,transit_07_resid_msd.png,ok
TOI-1259,58,7,post_baseline,post,exponential,2.78598,-157.11146,Hyperballistic,75,transit_07_post_msd.png,ok
