sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
16,2517.433368,40.75,3,3,3,101.0
24,2517.41966,21.01,4,4,4,100.0
56,2517.440102,50.45,4,4,4,101.0
57,2517.460112,79.26,4,3,3,101.0
58,2517.440208,50.6,4,4,4,101.0
77,2517.46758,90.02,4,2,2,101.5
78,2517.44367,55.59,3,3,3,101.0
83,2517.444179,56.32,4,4,4,101.0
84,2517.459058,77.74,4,3,3,102.0
85,2517.437095,46.12,3,3,2,88.0
Total,,,37,33,32,99.8
