sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
40,-2030.601674,80.91,6,6,6,105.0
41,-2030.688518,-44.14,5,4,4,105.0
54,-2030.593942,92.05,5,5,5,105.0
55,-2030.566284,131.88,6,6,6,105.0
56,-2030.679877,-31.7,6,6,6,105.0
74,-2030.637826,28.86,5,4,4,105.0
75,-2030.649257,12.4,6,4,4,105.0
76,-2030.634716,33.33,5,5,5,105.0
81,-2030.673801,-22.95,5,4,3,105.0
82,-2030.691827,-48.91,5,5,5,105.0
83,-2030.619369,55.43,5,5,5,105.0
Total,,,59,54,53,105.0
