sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
58,1927.742049,-67.69,8,8,8,111.5
59,1927.741465,-68.53,7,6,6,111.5
73,1927.812232,33.37,8,5,4,111.5
78,1927.817698,41.25,5,5,5,112.0
79,1927.882668,134.8,8,8,8,111.5
85,1927.744965,-63.49,7,7,6,111.5
86,1927.860537,102.93,8,7,7,112.0
Total,,,51,46,44,111.6
