sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
14,2173.412966,116.63,5,5,5,129.0
20,2173.36758,51.28,5,5,5,127.0
21,2173.375834,63.16,5,4,4,129.0
40,2173.30067,-45.07,5,5,5,129.0
41,2173.313114,-27.15,5,5,5,129.0
47,2173.328812,-4.55,5,5,4,129.0
48,2173.53227,288.43,5,4,4,129.0
60,2173.270522,-88.49,5,4,4,129.0
74,2173.063005,-387.31,5,4,4,129.0
75,2173.140892,-275.15,5,2,2,129.0
Total,,,50,43,42,128.8
