sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
14,1712.320668,0.0,0,0,0,0.0
15,1712.26713,-77.09,1,1,1,259.0
16,1712.320668,0.0,0,0,0,0.0
40,1712.320668,0.0,0,0,0,0.0
54,1712.320668,0.0,0,0,0,0.0
55,1712.320668,0.0,0,0,0,0.0
56,1712.329116,12.17,1,1,1,260.0
74,1712.320668,0.0,0,0,0,0.0
75,1712.320668,0.0,0,0,0,0.0
76,1712.320668,0.0,0,0,0,0.0
81,1712.320668,0.0,0,0,0,0.0
82,1712.292177,-41.03,1,1,1,260.0
83,1712.320668,0.0,0,0,0,0.0
Total,,,3,3,3,59.9
