sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
53,2557.092443,-26.79,5,5,5,135.0
58,2557.114342,4.75,6,5,5,135.0
59,2557.098832,-17.59,6,6,6,135.0
60,2557.100426,-15.29,5,4,4,135.0
73,2557.133024,31.65,6,3,3,135.0
78,2556.936172,-251.82,3,3,3,136.0
79,2557.140827,42.88,6,6,6,135.0
85,2557.175218,92.41,5,5,5,135.0
Total,,,42,37,37,135.1
