sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
66,2965.739487,19.94,1,1,1,134.0
67,2965.725641,0.0,1,0,0,0.0
93,2965.712256,-19.27,1,1,1,134.0
94,2965.725641,0.0,1,0,0,0.0
100,2965.641695,-120.88,1,1,1,133.0
101,2965.65703,-98.8,1,1,1,133.0
Total,,,6,4,4,89.0
