# planet:           TOI-4773
# kind:             UHJ
# sector:           88
# transit_num:      2
# t_mid_btjd:       3692.78595966
# T14_days:         0.137091
# T14_hours:        3.2902
# depth_frac:       0.001919
# snr:              0.82
# method:           SCAN+PARAB
# n_points_total:   297
# n_points_real:    284
# n_points_filled:  13
# interpolated:     1=NN-filled from nearest observed point, 0=observed
# window_lo_btjd:   3692.58032333
# window_hi_btjd:   3692.99159600
time_btjd,time_min_from_mid,flux,interpolated
3692.5803489119107,-296.07947913726093,0.9949676785262159,0
3692.5817378007996,-294.07947913729004,0.9997037296655801,0
3692.5831266896885,-292.07947913731914,1.004131025274199,0
3692.5845155785773,-290.07947913734824,1.0016821271265186,0
3692.585904467466,-288.07947913737735,1.0013699972183883,0
3692.587293356355,-286.07947913740645,1.00280073322971,0
3692.588682245244,-284.07947913743556,0.9979468038403564,0
3692.590071134133,-282.07947913746466,1.003897068442159,0
3692.5914600230217,-280.07947913749376,0.9975237693954994,0
3692.5928489119106,-278.07947913752287,1.002649336164361,0
3692.5942378007994,-276.07947913755197,1.0014948491816404,0
3692.5956266896883,-274.0794791375811,1.0028342520450695,0
3692.597015578577,-272.0794791376102,1.0030800191979576,0
3692.598404467466,-270.0794791376393,1.0030777696130342,0
3692.599793356355,-268.0794791376684,1.002849549222549,0
3692.6011822452438,-266.0794791376975,1.0042625135129755,0
3692.6025711341326,-264.0794791377266,0.9963196790652165,0
3692.6039600230215,-262.0794791377557,0.9987879236432388,0
3692.6053489119104,-260.0794791377848,0.9991700156424888,0
3692.6067378007992,-258.0794791378139,0.9953487582122503,0
3692.608126689688,-256.079479137843,0.9977220703065026,0
3692.609515578577,-254.0794791378721,1.0002087614808972,0
3692.610904467466,-252.07947913790122,0.9994626866410311,0
3692.6122933563547,-250.07947913793032,0.9991093893288014,0
3692.6136822452436,-248.07947913795942,0.9977369175669974,0
3692.6150711341324,-246.07947913798853,0.9973891317378302,0
3692.6164600230213,-244.07947913801763,1.001747477568545,0
3692.61784891191,-242.07947913804674,0.998740682359846,0
3692.619237800799,-240.07947913807584,1.0025268462652785,0
3692.620626689688,-238.07947913810494,0.9985769125774181,0
3692.622015578577,-236.07947913813405,1.0006386571597707,0
3692.6234044674657,-234.07947913816315,1.002401769343534,0
3692.6247933563545,-232.07947913819226,1.000942238645192,0
3692.6261822452434,-230.07947913822136,0.9991341347629595,0
3692.6275711341323,-228.07947913825046,1.0064061429865423,0
3692.628960023021,-226.07947913827957,1.0007884795156734,0
3692.63034891191,-224.07947913830867,1.0019367801398544,0
3692.631737800799,-222.07947913833777,1.0002107861073284,0
3692.6331266896877,-220.07947913836688,0.9987155994879495,0
3692.6345155785766,-218.07947913839598,1.000472412833927,0
3692.6359044674655,-216.07947913842509,0.9992961048774488,0
3692.6372933563543,-214.0794791384542,0.9979570394517582,0
3692.638682245243,-212.0794791384833,1.0005401253401232,0
