sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
15,1739.17575,-54.7,10,10,10,75.0
16,1739.182015,-45.68,9,8,8,73.5
55,1739.237728,34.55,10,10,10,75.0
56,1739.232538,27.07,11,11,11,75.0
57,1739.263661,71.89,11,10,10,75.0
76,1739.242711,41.72,10,10,9,75.0
77,1739.22263,12.8,10,6,6,75.0
83,1739.245989,46.44,10,10,9,74.0
84,1739.21535,2.32,10,9,9,75.0
Total,,,91,84,82,74.7
