pl_name,hostname,st_spectype,st_teff,pl_rade,pl_bmasse,pl_orbper,pl_orbpererr1,pl_trandur,pl_trandep,pl_tranmid,pl_tranmiderr1,ra,dec,disc_facility
"Kepler-783 c","Kepler-783",,5411.49,2.33153725,6.04000000,7.05395000000,,1.7244000,0.05211000,2454969.35725300,0.00087400,291.0628615,47.4847890,"Kepler"
"Kepler-860 b","Kepler-860",,5836.00,3.24000000,10.60000000,5.10137945400,0.00000894500,2.5932000,0.08946000,2455190.48250000,0.00120000,295.5772681,46.2547028,"Kepler"
"Kepler-750 b","Kepler-750",,6160.00,3.07000000,9.64000000,9.42887179000,0.00002438000,4.4123000,0.05654000,2454973.10594000,0.00196000,289.0968274,44.0043640,"Kepler"
"Kepler-229 b","Kepler-229",,5120.00,2.20000000,5.48000000,6.25297200000,0.00002100000,2.6400000,0.10369000,2455004.29884000,0.00180000,286.9994758,48.3757867,"Kepler"
"Kepler-760 b","Kepler-760",,5322.00,3.06000000,9.59000000,8.70419416000,0.00001277000,2.9741000,0.10749000,2455190.56008000,0.00101000,287.5931997,44.1794278,"Kepler"
"Kepler-474 b","Kepler-474",,5785.00,3.06000000,9.59000000,5.66067293500,0.00000373300,4.6722000,0.07378000,2454970.41550100,0.00053700,292.3215174,43.8811723,"Kepler"
"Kepler-500 b","Kepler-500",,5813.00,2.58000000,7.18000000,8.50832439800,0.00000910900,3.5033000,0.06521000,2454967.78661400,0.00090800,295.9513472,43.8519884,"Kepler"
"Kepler-499 b","Kepler-499",,5312.00,2.17000000,5.35000000,5.63252845300,0.00000575300,2.1530000,0.06539000,2454966.81794200,0.00082700,295.1099549,43.9151012,"Kepler"
"Kepler-845 b","Kepler-845",,4913.00,2.04000000,4.82000000,0.92785982100,0.00000054900,1.4398000,0.05153000,2454966.90603700,0.00052000,290.9576363,49.2037262,"Kepler"
"Kepler-843 b","Kepler-843",,5830.00,2.59000000,7.22000000,2.05387982100,0.00000290400,2.1809000,0.05467000,2454966.73495000,0.00114000,296.3219786,48.9714373,"Kepler"
"TOI-5082.01","TOI-5082",,5670.00,2.54811000,7.03000000,4.24012200000,,2.3880000,0.08420000,2460284.80264300,0.00087110,106.5695780,22.6831477,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-832 b","Kepler-832",,5596.00,2.06000000,4.90000000,7.13969410000,0.00002817000,3.9290000,0.05129000,2454970.18577000,0.00331000,295.9261101,45.3838690,"Kepler"
"Kepler-958 b","Kepler-958",,5421.00,2.06000000,4.90000000,9.76788050000,0.00001110000,1.9474000,0.06003000,2454972.43782100,0.00095400,287.2566578,46.0667247,"Kepler"
"Kepler-861 b","Kepler-861",,5047.00,2.28000000,5.82000000,3.94963137500,0.00000549000,1.5788000,0.08072000,2454967.60939000,0.00114000,292.3539624,46.2262465,"Kepler"
"Kepler-862 b","Kepler-862",,5333.00,2.21000000,5.52000000,3.14866453400,0.00000703100,2.1794000,0.05505000,2455189.93547000,0.00149000,297.7792466,46.4926688,"Kepler"
"Kepler-979 b","Kepler-979",,5310.00,2.72000000,7.85000000,8.08801350000,0.00001135000,1.7768000,0.09529000,2454971.73615000,0.00111000,300.3712023,46.4081872,"Kepler"
"Kepler-920 b","Kepler-920",,5403.00,2.42000000,6.44000000,6.53192704000,0.00002296000,3.1164000,0.07719000,2454969.03388000,0.00320000,284.2969363,49.1585983,"Kepler"
"Kepler-1033 b","Kepler-1033",,5547.00,2.51000000,6.85000000,7.56052806000,0.00002405000,3.8262000,0.06598000,2454967.47890000,0.00259000,283.8450963,44.6090251,"Kepler"
"Kepler-1071 b","Kepler-1071",,5215.00,2.38000000,6.26000000,6.17998440000,0.00001367000,2.1059000,0.08112000,2454965.72243000,0.00173000,293.0579794,45.2487472,"Kepler"
"Kepler-1065 b","Kepler-1065",,5635.00,3.73000000,13.40000000,3.60930890700,0.00000510200,1.7448000,0.15834000,2454966.79148000,0.00127000,294.5113190,38.7904648,"Kepler"
"Kepler-1073 b","Kepler-1073",,5792.00,2.30000000,5.90000000,8.67888593000,0.00002409000,3.4818000,0.05406000,2454966.03761000,0.00223000,294.1527259,38.2330886,"Kepler"
"Kepler-684 b","Kepler-684",,5493.00,3.36000000,11.20000000,6.77030200800,0.00000886000,1.9398000,0.13040000,2455003.57697000,0.00103000,290.8704935,38.2735978,"Kepler"
"Kepler-536 b","Kepler-536",,5524.00,3.10000000,9.80000000,1.82708229900,0.00000044400,1.9566600,0.11647000,2455003.52576400,0.00019300,297.7363605,49.6371010,"Kepler"
"Kepler-704 b","Kepler-704",,5616.00,2.61000000,7.32000000,3.76182115000,0.00001161000,3.3906000,0.05106000,2455004.90371000,0.00206000,283.3163671,41.8370942,"Kepler"
"Kepler-1529 b","Kepler-1529",,5048.00,2.10000000,5.06000000,5.33905686000,0.00001277000,1.6507000,0.07555000,2454965.14224000,0.00195000,289.8707469,41.0407482,"Kepler"
"Kepler-741 b","Kepler-741",,6129.00,2.97000000,9.11000000,7.03902374000,0.00001488000,3.8898000,0.05298000,2455008.73021000,0.00168000,289.4317294,46.6174978,"Kepler"
"Kepler-565 b","Kepler-565",,5735.00,3.64000000,12.90000000,4.24374722600,0.00000293100,3.3680000,0.14782000,2455006.56326100,0.00055600,283.6180825,47.1967793,"Kepler"
"Kepler-675 b","Kepler-675",,4945.00,2.44000000,6.53000000,2.33743801000,0.00000207100,2.0140000,0.09712000,2455004.76182400,0.00068700,293.8334488,50.2303479,"Kepler"
"Kepler-623 b","Kepler-623",,5443.00,3.01000000,9.32000000,9.07097734000,0.00001283000,2.7085000,0.10262000,2455011.34331000,0.00108000,296.9867284,47.4773531,"Kepler"
"Kepler-727 b","Kepler-727",,5441.00,2.53000000,6.94000000,5.15448441700,0.00000858300,2.8866000,0.07459000,2455004.63928000,0.00133000,294.8469333,45.0344155,"Kepler"
"Kepler-588 b","Kepler-588",,5835.00,2.63000000,7.41000000,4.22162535700,0.00000474800,2.8959000,0.06580000,2455006.69987500,0.00090200,284.2572531,47.6889081,"Kepler"
"Kepler-496 b","Kepler-496",,5293.00,2.32000000,5.99000000,8.30864937000,0.00001090000,3.2210000,0.08361000,2454971.10889000,0.00106000,291.6408978,41.2411044,"Kepler"
"Kepler-728 b","Kepler-728",,5660.00,3.34000000,11.10000000,5.74347726500,0.00000717300,3.4527000,0.12402000,2455007.89832000,0.00100000,291.0923621,45.1155087,"Kepler"
"Kepler-574 b","Kepler-574",,5612.00,2.39000000,6.30000000,7.65880414000,0.00001346000,3.0576000,0.06682000,2455006.03902000,0.00140000,290.2470519,52.1491051,"Kepler"
"Kepler-585 b","Kepler-585",,5593.00,2.83000000,8.40000000,2.75235975300,0.00000142400,2.1154000,0.08194000,2455004.25974900,0.00040800,286.5284924,43.8733751,"Kepler"
"Kepler-729 b","Kepler-729",,5633.00,3.58000000,12.50000000,3.16635371400,0.00000242000,3.3039000,0.14734000,2455003.96587300,0.00060200,286.3600604,45.4142664,"Kepler"
"Kepler-586 b","Kepler-586",,5575.00,2.79000000,8.20000000,2.10472218400,0.00000091700,1.7575000,0.09055000,2455004.04393900,0.00034500,293.0571982,45.5511266,"Kepler"
"Kepler-612 b","Kepler-612",,5693.00,2.84000000,8.45000000,3.72215641300,0.00000376300,1.9911000,0.07574000,2455004.56028600,0.00082600,291.3546278,45.7478551,"Kepler"
"Kepler-552 b","Kepler-552",,5863.00,3.95000000,14.80000000,5.26341576500,0.00000289600,2.1778000,0.10668000,2455007.35078800,0.00043300,290.7476903,48.2419838,"Kepler"
"Kepler-721 b","Kepler-721",,5075.00,2.64000000,7.46000000,5.39202538800,0.00000676800,2.9810000,0.11514000,2455004.72742100,0.00097900,284.4305132,44.4803776,"Kepler"
"Kepler-722 b","Kepler-722",,5863.00,2.63000000,7.41000000,4.09357325200,0.00000809900,2.2856000,0.05386000,2455004.00987000,0.00159000,290.2632874,44.5564051,"Kepler"
"Kepler-1642 c","Kepler-1642",,5355.00,2.66000000,7.56000000,6.65138020000,0.00032270000,2.1356000,0.10756000,2454968.27620000,0.06710000,297.2121215,43.6437890,"Kepler"
"Kepler-652 b","Kepler-652",,5490.00,2.49000000,6.76000000,4.18200253100,0.00000171600,2.2165000,0.08616000,2455005.78950900,0.00032000,288.0080899,46.4736108,"Kepler"
"Kepler-609 b","Kepler-609",,5971.00,3.35000000,11.20000000,6.52121066600,0.00000864100,2.8091000,0.07604000,2455008.71083000,0.00109000,292.2203009,44.6999902,"Kepler"
"Kepler-724 b","Kepler-724",,5437.00,3.29000000,10.80000000,3.31494633800,0.00000171500,1.7069000,0.13982000,2455004.31337300,0.00041100,293.4548441,44.7927823,"Kepler"
"TOI-1753 b","TOI-1753",,5621.00,2.47852533,16.60000000,5.38461040000,0.00000990000,3.1784345,0.06306901,2458684.50300000,0.00200000,252.4698351,61.1735768,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 6061 b","HD 6061",,5934.00,2.42763557,10.00000000,5.25490000000,0.00110000000,3.2395980,0.05670000,2458769.78630000,0.00270000,15.5981441,37.1854394,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-2518 b","TOI-2518",,5751.20,2.26838675,5.77000000,6.89797425216,0.00006423965,3.6388174,0.05500000,2459231.04512184,0.00476044,105.4448495,-34.9196867,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1279 b","TOI-1279",,5457.00,2.66146528,10.60000000,9.61419000000,0.00004000000,2.7649671,0.09336533,2458717.48140000,0.00220000,185.0628734,56.2014094,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-64 b","K2-64",,5312.00,2.07000000,4.94000000,6.53044000000,0.00067000000,3.0600000,0.09500000,2456986.19180000,0.00330000,332.4138478,-11.4286687,"K2"
"K2-84 b","K2-84",,5652.00,2.41000000,6.39000000,6.42150000000,0.00056000000,2.8100000,0.08140000,2457071.42120000,0.00270000,55.8093566,16.6344396,"K2"
"K2-202 b","K2-202",,5491.00,2.30165603,5.91000000,3.40516400000,0.00012600000,2.0328000,0.05790000,2457304.25153000,0.00161100,283.2643203,-22.4070553,"K2"
"K2-218 b","K2-218",,5757.00,2.56948149,7.13000000,8.67988500000,0.00041700000,3.8400000,0.05980000,2457396.45914000,0.00194100,12.8096130,6.8464327,"K2"
"K2-77 b","K2-77",,5160.00,2.49960270,603.87700000,8.20008440000,0.00000860000,2.5440000,0.08310000,2457316.80766000,0.00099000,55.2285210,12.5724480,"K2"
"K2-180 b","K2-180","K2 V",5365.00,2.46597575,11.41003981,8.86566300000,0.00001100000,2.8488000,0.09870000,2457489.15660000,0.00078000,126.4643579,10.2465770,"K2"
"K2-182 b","K2-182",,5128.00,2.71257333,20.97667486,4.73696960000,0.00000170000,2.5663200,0.09880000,2457652.79755000,0.00027000,130.1800460,10.9829509,"K2"
"K2-179 b","K2-179",,5015.00,2.51267885,6.86000000,5.17219100000,0.00020100000,1.7664000,0.09640000,2457066.58030000,0.00137300,58.7967878,23.7567524,"K2"
"K2-246 b","K2-246",,5610.00,3.49000000,12.00000000,5.76918000000,0.00081000000,3.4000000,0.13400000,2457583.67610000,0.00640000,181.6296115,-1.1606000,"K2"
"K2-248 b","K2-248",,5528.00,2.57000000,7.13000000,7.17256000000,0.00148000000,2.8000000,0.07000000,2457588.10420000,0.00720000,182.8173343,-9.4141696,"K2"
"K2-229 c","K2-229","G9",5315.00,2.03000000,7.00000000,8.32727000000,0.00041000000,2.5000000,0.05325000,2457586.34310000,0.00190000,186.8729195,-6.7218474,"K2"
"K2-270 c","K2-270",,4877.00,2.95000000,9.01000000,4.40002800000,0.00016900000,1.5600000,0.16820000,2457142.97510000,0.00166000,131.2665588,13.5497322,"K2"
"K2-283 b","K2-283",,5060.00,3.52000000,12.20000000,1.92103600000,0.00005100000,1.7496000,0.19670000,2457394.90901000,0.00121000,13.1943679,9.6929181,"K2"
"TOI-1794 b","TOI-1794",,5631.00,3.29701268,8.70000000,8.76552800000,0.00003500000,3.9154065,0.05726987,2458715.31200000,0.00200000,203.3974857,49.0608433,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-105 b","K2-105","K1",5373.00,3.40000000,15.40000000,8.26726000000,0.00018000000,3.4300000,0.13380000,2457147.98867000,0.00079000,125.4202985,13.4975122,"K2"
"TOI-1648 b","TOI-1648",,4850.00,2.54000000,7.40000000,7.33160200000,0.00001500000,1.5400000,0.08930000,2459925.34310000,0.00080000,45.4011794,69.2299235,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-282 b","K2-282",,5499.00,2.50000000,6.80000000,4.16978300000,0.00008900000,2.7312000,0.09350000,2457457.54493000,0.00250000,13.4321524,7.9952914,"K2"
"Kepler-1792 b","Kepler-1792",,5229.00,2.51990972,6.89000000,4.19577980000,,2.1421000,0.09487000,2454968.17539000,0.00171000,294.8400788,39.0859757,"Kepler"
"Kepler-1872 b","Kepler-1872",,5223.00,2.38421141,6.28000000,3.82591009100,,1.8057000,0.09344000,2454965.19852000,0.00248000,281.0491988,43.3225996,"Kepler"
"Kepler-1782 b","Kepler-1782",,4931.00,2.22927435,5.60000000,5.75622987700,,1.0710000,0.06307000,2454966.90369600,0.00079200,280.9261620,44.0878036,"Kepler"
"Kepler-1739 b","Kepler-1739",,5757.00,2.43056832,6.48000000,7.34370994600,,1.1449000,0.05744000,2454970.30053000,0.00120000,296.2320536,47.6788626,"Kepler"
"Kepler-1748 b","Kepler-1748",,5774.00,2.71275017,7.81000000,5.82352018400,,2.2441000,0.08887000,2455187.99602000,0.00160000,285.9678970,45.7390789,"Kepler"
"TOI-2196 b","TOI-2196","G V",5634.00,3.51000000,26.00000000,1.19472680000,0.00000790000,1.5040000,0.11272345,2459036.51260000,0.00190000,312.3400744,-70.4850723,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1937 b","Kepler-1937",,6457.00,3.02291330,9.39000000,9.68859958600,,2.0000000,0.06661000,2454964.83350000,0.04510000,290.6583922,40.7785383,"Kepler"
"Kepler-1722 b","Kepler-1722",,5506.00,2.86719266,8.58000000,9.17856979400,,2.1421000,0.07965000,2455006.08806000,0.00118000,296.6627402,41.2611985,"Kepler"
"Kepler-1944 b","Kepler-1944",,5585.00,2.75971163,8.05000000,9.84257984200,,1.5672000,0.06264000,2454967.02155000,0.00310000,296.5105045,39.1732645,"Kepler"
"Kepler-1721 b","Kepler-1721",,5351.00,3.11856756,9.90000000,4.59238004700,,2.2748000,0.10277000,2455005.00472300,0.00052300,283.5441984,45.2256548,"Kepler"
"Kepler-1728 b","Kepler-1728",,5170.00,2.95501875,9.04000000,4.78299999200,,2.3788000,0.10087000,2455003.50835200,0.00091100,287.0940046,39.0607801,"Kepler"
"TOI-1438 c","TOI-1438","K0 V",5230.00,2.75000000,10.60000000,9.42808900000,0.00000100000,1.6700000,0.07990000,2458689.91360000,0.00140000,280.9237844,74.9378327,"Transiting Exoplanet Survey Satellite (TESS)"
"WASP-47 d","WASP-47","G9",5565.00,3.65000000,15.50000000,9.03050100000,0.00001300000,4.2880000,0.10700000,2457024.43010700,0.00000030,331.2030920,-12.0190670,"K2"
"Kepler-257 b","Kepler-257",,5180.00,2.61000000,7.32000000,2.38266700000,0.00000600000,1.8120000,0.07943000,2455003.66330000,0.00125000,297.3159994,46.0232642,"Kepler"
"TOI-5398 c","TOI-5398","G V",6000.00,3.52000000,11.80000000,4.77271000000,0.00016000000,3.1270000,0.09200000,2459628.61781000,0.00090000,161.8795569,36.3294345,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-132 b","TOI-132","G8 V",5397.00,3.42000000,22.40000000,2.10970190000,0.00001200000,2.1344043,0.13097297,2458333.23095000,0.00094000,338.3996623,-43.4368720,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-5624 b","TOI-5624",,5327.00,2.31400000,9.40000000,3.39034730000,0.00000540000,2.3920000,0.06670000,2459649.12840000,0.00120000,180.8443476,49.2512257,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-105 b","Kepler-105",,5933.00,2.53000000,10.80000000,5.41220340000,0.00000040000,2.9472000,0.05981000,2454955.31860000,0.00020000,287.8872376,46.2761224,"Kepler"
"K2-37 c","K2-37","G3 V",5352.00,2.41000000,6.39000000,6.42966000000,0.00018000000,2.9016000,0.10270000,2456898.85480000,0.00120000,243.4509662,-24.7870527,"K2"
"HD 207496 b","HD 207496","K2.5 V",4819.00,2.25000000,6.10000000,6.44100800000,0.00001100000,1.7620000,0.09140000,2458658.78978000,0.00050000,328.7181708,-77.3388025,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-228 c","Kepler-228",,6043.00,2.70000000,7.75000000,4.13444400000,0.00001800000,3.1230000,0.06860000,2455005.97678000,0.00230000,296.2860853,48.2246328,"Kepler"
"K2-370 b","K2-370","G5 V",5662.00,2.67000000,11.10000000,2.14080930000,0.00000120000,1.6800000,0.06280000,2457860.71859000,0.00042000,67.8205302,19.8316901,"K2"
"Kepler-1738 b","Kepler-1738",,6063.00,2.82472883,8.37000000,7.67463016500,,1.9374000,0.05030000,2454966.22431000,0.00265000,296.1313474,47.4388098,"Kepler"
"Kepler-766 b","Kepler-766",,5992.00,3.39000000,11.40000000,6.10027804000,0.00001640000,4.7487000,0.07666000,2454968.58673000,0.00248000,293.1845144,37.9698357,"Kepler"
"K2-215 b","K2-215",,5704.00,2.12381238,5.16000000,8.26964800000,0.00046700000,2.2320000,0.05430000,2457394.33225000,0.00231600,18.4700795,6.1238647,"K2"
"K2-204 b","K2-204",,5783.00,3.17214154,10.20000000,7.05590800000,0.00005800000,4.5696000,0.05380000,2457452.95500000,0.00220000,17.3825067,-0.5177539,"K2"
"HD 110113 b","HD 110113","G",5732.00,2.05000000,4.55000000,2.54100000000,0.00050000000,2.3760000,0.05720000,2458570.10100000,0.00400000,190.0365636,-44.3120777,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-463 b","Kepler-463",,5661.00,3.05000000,9.53000000,8.98101683300,0.00000316200,1.8737000,0.10593000,2454969.64926300,0.00029200,298.9368228,44.8578644,"Kepler"
"Kepler-1643 b","Kepler-1643",,4916.00,2.32000000,5.99000000,5.34265700000,0.00001010000,2.4100000,0.06887000,2454967.38200000,0.00110000,300.4310076,44.7510129,"Kepler"
"Kepler-161 c","Kepler-161",,5078.00,2.05000000,3.61000000,7.06424000000,0.00001100000,1.3510000,0.07330000,2454968.37914000,0.00092000,290.5164698,43.0838642,"Kepler"
"Kepler-1312 b","Kepler-1312",,5719.00,2.10000000,5.06000000,5.44832528600,0.00000734600,2.2251000,0.05294000,2454965.49031000,0.00107000,292.9712801,41.0357494,"Kepler"
"Kepler-1829 b","Kepler-1829",,5230.00,2.47887001,6.71000000,5.18671989400,,0.8023000,0.07127000,2454967.99509000,0.00120000,288.6644840,51.4983798,"Kepler"
"Kepler-325 b","Kepler-325",,5752.00,2.91000000,8.80000000,4.54443900000,0.00000800000,1.7560000,0.09072000,2454967.90010000,0.00104000,289.8354219,49.8256070,"Kepler"
"Kepler-240 c","Kepler-240",,4985.00,2.20000000,102.30000000,7.95352800000,0.00002500000,2.5980000,0.09616000,2455007.66155000,0.00184000,291.1587635,40.7502108,"Kepler"
"TOI-4640 b","TOI-4640",,5743.01,2.84326517,8.46000000,2.68566015238,0.00035242790,2.2493108,0.06328098,2459474.61326241,0.00250231,38.2053190,10.0724659,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-150 c","Kepler-150",,5560.00,3.69000000,13.20000000,7.38199800000,0.00001000000,3.1240000,0.15118000,2455006.07123000,0.00070000,288.2341025,40.5208970,"Kepler"
"Kepler-27 d","Kepler-27",,5251.00,2.70619460,7.78000000,6.54628992100,,2.9930000,0.08030000,2454966.85871000,0.00238000,292.2367608,41.0858710,"Kepler"
"Kepler-305 c","Kepler-305",,5080.00,3.30000000,6.00000000,8.29100000000,,3.6130000,0.10339000,2455192.63489000,0.00274348,299.2242557,40.3431670,"Kepler"
"Kepler-294 c","Kepler-294",,5913.00,2.71000000,7.80000000,6.62640000000,0.00002800000,3.1750000,0.08146000,2455016.98818000,0.00227000,287.3920392,46.0592578,"Kepler"
"Kepler-575 b","Kepler-575",,5710.00,2.39000000,6.30000000,9.37891944000,0.00002371000,3.3044000,0.05635000,2455009.45190000,0.00207000,286.9638856,37.8296147,"Kepler"
"Kepler-171 b","Kepler-171",,5642.00,2.34000000,6.08000000,4.16697200000,0.00000700000,2.7410000,0.08799000,2455002.71415000,0.00098000,296.7719082,41.7555958,"Kepler"
"TOI-1873 b","TOI-1873",,5597.99,2.86356397,8.57000000,7.00572708834,0.00003371812,3.1364584,0.07668945,2458834.10049441,0.00257432,212.5684755,84.3718582,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-189 c","K2-189",,5442.00,2.31000000,5.95000000,6.67932000000,0.00021000000,2.7096000,0.07840000,2457223.41820000,0.00130000,203.6214411,-15.0365158,"K2"
"Kepler-244 b","Kepler-244",,5554.00,2.76000000,8.05000000,4.31179200000,0.00000800000,2.7350000,0.11540000,2455006.57568000,0.00100000,287.2426410,42.3014185,"Kepler"
"TOI-908 b","TOI-908","G V",5626.00,3.18600000,16.13700000,3.18379200000,0.00000700000,2.4570000,0.08502084,2459384.29200000,0.00200000,53.1594266,-81.2507450,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-197 b","K2-197",,5667.00,2.56000000,7.08000000,8.35788100000,0.00071000000,3.4704000,0.05500000,2457218.18248000,0.00364000,202.3934779,-7.3739779,"K2"
"K2-198 d","K2-198",,5212.90,2.43800000,6.52000000,7.45001770000,0.00000520000,3.0024000,0.10820000,2457213.57590000,0.00100000,198.8436817,-6.4649888,"K2"
"Kepler-121 b","Kepler-121",,5311.00,2.34000000,6.08000000,3.17742200000,0.00000300000,1.4750000,0.11343000,2454967.47787000,0.00047000,286.1621273,39.6780204,"Kepler"
"Kepler-561 c","Kepler-561",,5646.00,2.68000000,7.65000000,5.35016198300,0.00000443500,2.2430000,0.07648000,2455028.76048200,0.00063900,293.7471107,45.1071981,"Kepler"
"Kepler-172 c","Kepler-172",,5526.00,2.86000000,8.55000000,6.38899600000,0.00002000000,3.3890000,0.05433000,2455008.47434000,0.00188000,283.3684093,41.8218390,"Kepler"
"Kepler-250 c","Kepler-250",,5160.00,2.28000000,5.82000000,7.15680400000,0.00002200000,2.5670000,0.08670000,2455007.13628000,0.00167000,289.5947633,44.1418114,"Kepler"
"Kepler-191 d","Kepler-191",,5215.00,2.28000000,5.82000000,5.94504101700,0.00000763000,2.5711000,0.08002000,2455003.47298000,0.00105000,291.1833211,45.3230937,"Kepler"
"Kepler-259 b","Kepler-259",,5938.00,2.80000000,8.25000000,8.11531700000,0.00002200000,2.9540000,0.08349000,2455007.51955000,0.00159000,288.2119707,46.6150461,"Kepler"
"Kepler-616 b","Kepler-616",,5753.00,2.43000000,6.48000000,9.99761851000,0.00002138000,3.2429000,0.06436000,2455004.78774000,0.00173000,294.9891370,46.8383058,"Kepler"
"Kepler-222 b","Kepler-222",,5433.00,3.16000000,10.10000000,3.93698100000,0.00000500000,1.8280000,0.13982000,2455002.65076000,0.00063000,287.9060885,46.9377479,"Kepler"
"Kepler-165 b","Kepler-165",,5211.00,2.32000000,5.99000000,8.18084800000,0.00002600000,2.8690000,0.07235000,2455009.70113000,0.00176000,280.6909200,47.8096702,"Kepler"
"Kepler-663 b","Kepler-663",,5264.00,2.60000000,7.27000000,4.99678284000,0.00001448000,2.0900000,0.09347000,2455004.74158000,0.00223000,297.8082232,47.9466342,"Kepler"
"Kepler-227 b","Kepler-227",,5854.00,3.11000000,9.85000000,9.48801500000,0.00003900000,3.1130000,0.06158000,2455003.53899000,0.00240000,291.9342748,48.1416760,"Kepler"
"K2-351 b","K2-351",,5769.00,2.54000000,6.99000000,7.80616400000,0.00067300000,2.7800000,0.06810000,2457223.49519100,0.00261400,206.6522408,-11.8049588,"K2"
"K2-187 d","K2-187",,5438.00,2.40000000,6.35000000,7.14958400000,0.00012000000,2.8392000,0.12240000,2457203.52085000,0.00190000,132.5235618,23.1924709,"K2"
"Kepler-82 e","Kepler-82",,5428.00,2.47000000,254.02000000,5.90220600000,0.00001200000,2.8270000,0.07023000,2454969.78443000,0.00115000,292.8733696,42.9661583,"Kepler"
"TOI-4156 b","TOI-4156",,5971.64,2.53823825,6.98000000,4.46189034133,0.00002552745,3.1219890,0.05000000,2458893.15047155,0.00301032,230.7808336,76.3318816,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-5515 b","TOI-5515",,5483.65,2.65362762,7.53000000,8.59225810839,0.00077050733,3.3731655,0.08855569,2459543.03769594,0.00261646,139.6163639,16.9899558,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-209 b","TOI-209",,4806.66,2.39472090,6.32000000,4.37943587445,0.00001723172,1.6504345,0.09696958,2459070.38747492,0.00164275,19.3941777,-66.9030660,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-125 c","TOI-125","K0 V",5320.00,2.75900000,6.63000000,9.15059000000,0.00070000000,2.9544000,0.08910000,2458361.90850000,0.00130000,23.5934253,-66.6763495,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-5630 b","TOI-5630",,5385.64,2.37117553,6.22000000,3.22118452536,0.00002398913,3.4226387,0.05360000,2459678.01545720,0.00230233,236.4538532,40.3748618,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-6954 b","TOI-6954",,5170.87,3.63524486,12.80000000,4.02074127419,0.00001460861,1.9852161,0.15560000,2459539.99302642,0.00142012,168.3240591,-2.7877643,"Transiting Exoplanet Survey Satellite (TESS)"
