planet,sector,transit_n,data_type,tag,model,mu,r2,regime,n_points,image,status
TOI-157,11,1,pre_baseline,pre,exponential,2.49217,-46.56067,Hyperballistic,64,transit_01_pre_msd.png,ok
TOI-157,11,1,in_transit_raw,raw,exponential,1.24735,-3.31085,Superdiffusive,65,transit_01_raw_msd.png,ok
TOI-157,11,1,in_transit_model,model,exponential,1.30912,0.02531,Superdiffusive,65,transit_01_model_msd.png,ok
TOI-157,11,1,in_transit_resid,resid,exponential,2.19298,-36.21954,Hyperballistic,65,transit_01_resid_msd.png,ok
TOI-157,11,1,post_baseline,post,exponential,2.15554,-25.35098,Hyperballistic,64,transit_01_post_msd.png,ok
TOI-157,11,2,pre_baseline,pre,exponential,2.15242,-24.96065,Hyperballistic,65,transit_02_pre_msd.png,ok
TOI-157,11,2,in_transit_raw,raw,exponential,0.17247,0.62598,Subdiffusive,64,transit_02_raw_msd.png,ok
TOI-157,11,2,in_transit_model,model,exponential,1.3313,-0.01557,Superdiffusive,64,transit_02_model_msd.png,ok
TOI-157,11,2,in_transit_resid,resid,exponential,2.47472,-38.96538,Hyperballistic,64,transit_02_resid_msd.png,ok
TOI-157,11,2,post_baseline,post,exponential,2.6487,-51.01962,Hyperballistic,64,transit_02_post_msd.png,ok
TOI-157,11,3,pre_baseline,pre,exponential,2.47151,-36.02348,Hyperballistic,64,transit_03_pre_msd.png,ok
TOI-157,11,3,in_transit_raw,raw,exponential,0.74357,0.80742,Subdiffusive,64,transit_03_raw_msd.png,ok
TOI-157,11,3,in_transit_model,model,exponential,1.33166,-0.01569,Superdiffusive,64,transit_03_model_msd.png,ok
TOI-157,11,3,in_transit_resid,resid,exponential,2.31006,-52.97203,Hyperballistic,64,transit_03_resid_msd.png,ok
TOI-157,11,3,post_baseline,post,exponential,2.58431,-25.28053,Hyperballistic,65,transit_03_post_msd.png,ok
TOI-157,11,4,pre_baseline,pre,exponential,2.58534,-38.71434,Hyperballistic,63,transit_04_pre_msd.png,ok
TOI-157,11,4,in_transit_raw,raw,exponential,1.25899,-1.29645,Superdiffusive,65,transit_04_raw_msd.png,ok
TOI-157,11,4,in_transit_model,model,exponential,1.31086,0.02414,Superdiffusive,65,transit_04_model_msd.png,ok
TOI-157,11,4,in_transit_resid,resid,exponential,2.57645,-65.67757,Hyperballistic,65,transit_04_resid_msd.png,ok
TOI-157,11,4,post_baseline,post,exponential,2.3245,-36.87701,Hyperballistic,64,transit_04_post_msd.png,ok
TOI-157,11,5,pre_baseline,pre,exponential,2.6881,-44.53733,Hyperballistic,64,transit_05_pre_msd.png,ok
TOI-157,11,5,in_transit_raw,raw,exponential,0.60071,-3.86539,Subdiffusive,64,transit_05_raw_msd.png,ok
TOI-157,11,5,in_transit_model,model,exponential,1.33155,-0.01558,Superdiffusive,64,transit_05_model_msd.png,ok
TOI-157,11,5,in_transit_resid,resid,exponential,2.39505,-33.48206,Hyperballistic,64,transit_05_resid_msd.png,ok
TOI-157,11,5,post_baseline,post,exponential,2.71214,-30.58823,Hyperballistic,65,transit_05_post_msd.png,ok
TOI-157,11,8,pre_baseline,pre,exponential,2.5945,-33.62341,Hyperballistic,55,transit_08_pre_msd.png,ok
TOI-157,11,8,in_transit_raw,raw,exponential,1.29776,-2.17422,Superdiffusive,63,transit_08_raw_msd.png,ok
TOI-157,11,8,in_transit_model,model,exponential,1.33614,0.00257,Superdiffusive,63,transit_08_model_msd.png,ok
TOI-157,11,8,in_transit_resid,resid,exponential,2.28996,-35.71634,Hyperballistic,63,transit_08_resid_msd.png,ok
TOI-157,11,8,post_baseline,post,exponential,2.32546,-49.67931,Hyperballistic,64,transit_08_post_msd.png,ok
TOI-157,11,9,pre_baseline,pre,exponential,2.4818,-57.81952,Hyperballistic,64,transit_09_pre_msd.png,ok
TOI-157,11,9,in_transit_raw,raw,exponential,0.68562,0.73564,Subdiffusive,64,transit_09_raw_msd.png,ok
TOI-157,11,9,in_transit_model,model,exponential,1.33027,-0.01484,Superdiffusive,64,transit_09_model_msd.png,ok
TOI-157,11,9,in_transit_resid,resid,exponential,2.2561,-37.19514,Hyperballistic,64,transit_09_resid_msd.png,ok
TOI-157,11,9,post_baseline,post,exponential,2.56193,-41.78404,Hyperballistic,65,transit_09_post_msd.png,ok
TOI-157,11,10,pre_baseline,pre,exponential,2.44163,-30.4663,Hyperballistic,65,transit_10_pre_msd.png,ok
TOI-157,11,10,in_transit_raw,raw,exponential,1.24233,-1.14424,Superdiffusive,64,transit_10_raw_msd.png,ok
TOI-157,11,10,in_transit_model,model,exponential,1.33061,-0.01505,Superdiffusive,64,transit_10_model_msd.png,ok
TOI-157,11,10,in_transit_resid,resid,exponential,2.38049,-32.96423,Hyperballistic,64,transit_10_resid_msd.png,ok
TOI-157,11,10,post_baseline,post,exponential,2.57324,-33.90755,Hyperballistic,64,transit_10_post_msd.png,ok
TOI-157,11,11,pre_baseline,pre,exponential,2.49124,-25.10437,Hyperballistic,64,transit_11_pre_msd.png,ok
TOI-157,11,11,in_transit_raw,raw,exponential,1.1556,-1.41534,Superdiffusive,64,transit_11_raw_msd.png,ok
TOI-157,11,11,in_transit_model,model,exponential,1.33042,-0.015,Superdiffusive,64,transit_11_model_msd.png,ok
TOI-157,11,11,in_transit_resid,resid,exponential,2.68541,-48.59871,Hyperballistic,64,transit_11_resid_msd.png,ok
TOI-157,11,11,post_baseline,post,exponential,2.40349,-40.19834,Hyperballistic,65,transit_11_post_msd.png,ok
TOI-157,11,12,pre_baseline,pre,exponential,2.4968,-55.52114,Hyperballistic,64,transit_12_pre_msd.png,ok
TOI-157,11,12,in_transit_raw,raw,exponential,0.54358,0.62946,Subdiffusive,65,transit_12_raw_msd.png,ok
TOI-157,11,12,in_transit_model,model,exponential,1.30885,0.02537,Superdiffusive,65,transit_12_model_msd.png,ok
TOI-157,11,12,in_transit_resid,resid,exponential,2.36647,-27.48204,Hyperballistic,65,transit_12_resid_msd.png,ok
TOI-157,11,12,post_baseline,post,exponential,2.61415,-41.12598,Hyperballistic,64,transit_12_post_msd.png,ok
