sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
13,1327.494116,46.04,13,10,10,51.0
27,1327.441702,-29.43,11,10,10,51.0
28,1327.466975,6.96,11,10,10,51.0
67,1327.485201,33.21,11,10,9,51.0
68,1327.461684,-0.66,11,10,10,51.0
95,1327.472904,15.5,10,9,9,51.0
Total,,,67,59,58,51.0
