sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
57,2983.809945,-34.18,15,13,13,72.0
58,2983.806599,-39.0,15,15,14,72.0
77,2983.838241,6.56,15,10,9,72.0
84,2983.842182,12.24,14,12,11,72.0
85,2983.869556,51.66,13,13,12,72.0
Total,,,72,63,59,72.0
