# planet:           HATS-13
# kind:             HJ
# sector:           1
# transit_num:      5
# t_mid_btjd:       1340.26553283
# T14_days:         0.112601
# T14_hours:        2.7024
# depth_frac:       0.015949
# snr:              1.90
# method:           SCAN+PAR+nudge(SNR=1.9)
# n_points_total:   243
# n_points_real:    227
# n_points_filled:  16
# interpolated:     1=NN-filled from nearest observed point, 0=observed
# window_lo_btjd:   1340.09663092
# window_hi_btjd:   1340.43443475
time_btjd,time_min_from_mid,flux,interpolated
1340.0972761328244,-242.28964944755717,1.0058305978845734,0
1340.0986650217133,-240.28964944758627,0.9978020282066454,0
1340.1000539106021,-238.28964944761537,1.0035139645246505,0
1340.101442799491,-236.28964944764448,1.009966564766346,0
1340.1028316883799,-234.28964944767358,1.0033867449420688,0
1340.1042205772687,-232.2896494477027,0.9925102976664951,0
1340.1056094661576,-230.2896494477318,1.0074336077747634,0
1340.1069983550465,-228.2896494477609,0.9982643768196572,0
1340.1083872439353,-226.28964944779,1.0210998963545153,0
1340.1097761328242,-224.2896494478191,0.9983649155287861,0
1340.111165021713,-222.2896494478482,1.0188166320654333,0
1340.112553910602,-220.2896494478773,0.9991205380014746,0
1340.1139427994908,-218.2896494479064,0.9931506386293597,0
1340.1153316883797,-216.28964944793552,1.0063911838914839,0
1340.1167205772686,-214.28964944796462,0.9937770997847407,0
1340.1181094661574,-212.28964944799372,0.9961653615812107,0
1340.1194983550463,-210.28964944802283,0.9981211199465635,0
1340.1208872439352,-208.28964944805193,1.0101439817873912,0
1340.122276132824,-206.28964944808104,0.9957673778785499,0
1340.123665021713,-204.28964944811014,0.991156908562705,0
1340.1250539106018,-202.28964944813924,0.9822405346185412,0
1340.1264427994906,-200.28964944816835,0.9936123399974628,0
1340.1278316883795,-198.28964944819745,0.9922907378102928,0
1340.1292205772684,-196.28964944822656,0.9967284646516542,0
1340.1306094661572,-194.28964944825566,0.9910742050466117,0
1340.131998355046,-192.28964944828476,1.0052796486351907,0
1340.133387243935,-190.28964944831387,1.002124401622082,0
1340.1347761328238,-188.28964944834297,0.992870381583955,0
1340.1361650217127,-186.28964944837207,0.9993156463833537,0
1340.1375539106016,-184.28964944840118,1.0038791544852779,0
1340.1389427994905,-182.28964944843028,0.9983328409477622,0
1340.1403316883793,-180.2896494484594,1.0053261064364047,0
