sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
40,-2033.609106,61.32,10,9,9,82.0
41,-2033.621029,44.15,10,10,9,82.0
54,-2033.605582,66.4,10,10,10,82.0
55,-2033.641493,14.68,10,10,10,81.5
74,-2033.607722,63.32,10,9,8,82.0
75,-2033.681931,-43.55,10,9,9,82.0
81,-2033.598886,76.04,10,9,9,82.0
Total,,,70,66,64,81.9
