planet,sector,transit_n,data_type,tag,model,mu,r2,regime,n_points,image,status
KELT-18,48,1,pre_baseline,pre,exponential,2.46082,-2219.52109,Hyperballistic,139,transit_01_pre_msd.png,ok
KELT-18,48,1,in_transit_raw,raw,exponential,1.79509,-2.55389,Superdiffusive,140,transit_01_raw_msd.png,ok
KELT-18,48,1,in_transit_model,model,exponential,1.88135,-1.54083,Superdiffusive,140,transit_01_model_msd.png,ok
KELT-18,48,1,in_transit_resid,resid,exponential,2.55518,-3976.12106,Hyperballistic,140,transit_01_resid_msd.png,ok
KELT-18,48,1,post_baseline,post,exponential,2.41562,-1177.88519,Hyperballistic,139,transit_01_post_msd.png,ok
KELT-18,48,2,pre_baseline,pre,exponential,2.44986,-1784.55589,Hyperballistic,139,transit_02_pre_msd.png,ok
KELT-18,48,2,in_transit_raw,raw,exponential,1.91339,-7.47459,Superdiffusive,140,transit_02_raw_msd.png,ok
KELT-18,48,2,in_transit_model,model,exponential,1.88173,-1.54345,Superdiffusive,140,transit_02_model_msd.png,ok
KELT-18,48,2,in_transit_resid,resid,exponential,2.49558,-740.24704,Hyperballistic,140,transit_02_resid_msd.png,ok
KELT-18,48,2,post_baseline,post,exponential,2.45567,-2019.92826,Hyperballistic,139,transit_02_post_msd.png,ok
KELT-18,48,3,pre_baseline,pre,exponential,2.48931,-1618.60993,Hyperballistic,140,transit_03_pre_msd.png,ok
KELT-18,48,3,in_transit_raw,raw,exponential,1.9515,-6.54537,Superdiffusive,139,transit_03_raw_msd.png,ok
KELT-18,48,3,in_transit_model,model,exponential,1.92198,-1.9923,Superdiffusive,139,transit_03_model_msd.png,ok
KELT-18,48,3,in_transit_resid,resid,exponential,2.44946,-1542.14357,Hyperballistic,139,transit_03_resid_msd.png,ok
KELT-18,48,3,post_baseline,post,exponential,2.43881,-2307.84062,Hyperballistic,139,transit_03_post_msd.png,ok
KELT-18,48,4,pre_baseline,pre,exponential,2.43608,-1820.41372,Hyperballistic,139,transit_04_pre_msd.png,ok
KELT-18,48,4,in_transit_raw,raw,exponential,1.91339,-4.82833,Superdiffusive,139,transit_04_raw_msd.png,ok
KELT-18,48,4,in_transit_model,model,exponential,1.92226,-1.99549,Superdiffusive,139,transit_04_model_msd.png,ok
KELT-18,48,4,in_transit_resid,resid,exponential,2.37826,-969.95469,Hyperballistic,139,transit_04_resid_msd.png,ok
KELT-18,48,4,post_baseline,post,exponential,2.53358,-2444.31339,Hyperballistic,140,transit_04_post_msd.png,ok
KELT-18,48,5,pre_baseline,pre,exponential,2.44496,-2115.72679,Hyperballistic,139,transit_05_pre_msd.png,ok
KELT-18,48,5,in_transit_raw,raw,exponential,1.8858,-6.91639,Superdiffusive,140,transit_05_raw_msd.png,ok
KELT-18,48,5,in_transit_model,model,exponential,1.88171,-1.54328,Superdiffusive,140,transit_05_model_msd.png,ok
KELT-18,48,5,in_transit_resid,resid,exponential,2.4834,-1014.93511,Hyperballistic,140,transit_05_resid_msd.png,ok
KELT-18,48,5,post_baseline,post,exponential,2.46449,-2549.04227,Hyperballistic,139,transit_05_post_msd.png,ok
KELT-18,48,6,pre_baseline,pre,exponential,2.55122,-2167.52521,Hyperballistic,140,transit_06_pre_msd.png,ok
KELT-18,48,6,in_transit_raw,raw,exponential,1.94641,-5.75566,Superdiffusive,139,transit_06_raw_msd.png,ok
KELT-18,48,6,in_transit_model,model,exponential,1.92202,-1.99272,Superdiffusive,139,transit_06_model_msd.png,ok
KELT-18,48,6,in_transit_resid,resid,exponential,2.42725,-1289.00489,Hyperballistic,139,transit_06_resid_msd.png,ok
KELT-18,48,6,post_baseline,post,exponential,2.40375,-1135.86812,Hyperballistic,139,transit_06_post_msd.png,ok
