sector,t0_sec_btjd,t0_offset_min,n_predicted,n_observed,n_usable,median_pts
40,2148.614896,-5.01,7,6,6,74.0
52,2148.613595,-6.88,6,6,6,74.0
53,2148.607795,-15.24,7,6,5,74.0
59,2148.6192,1.19,7,6,6,74.0
60,2148.622886,6.5,5,4,4,74.0
79,2148.626273,11.37,8,8,8,74.0
86,2148.63871,29.28,6,3,3,74.0
Total,,,46,39,38,74.0
