planet,sector,transit_n,data_type,tag,model,mu,r2,regime,n_points,image,status
TOI-2154,59,1,pre_baseline,pre,exponential,2.79553,-674.02868,Hyperballistic,74,transit_01_pre_msd.png,ok
TOI-2154,59,1,in_transit_raw,raw,exponential,1.84964,-0.54743,Superdiffusive,74,transit_01_raw_msd.png,ok
TOI-2154,59,1,in_transit_model,model,exponential,1.93151,-0.38589,Superdiffusive,74,transit_01_model_msd.png,ok
TOI-2154,59,1,in_transit_resid,resid,exponential,2.80412,-256.70062,Hyperballistic,74,transit_01_resid_msd.png,ok
TOI-2154,59,1,post_baseline,post,exponential,2.79996,-286.27,Hyperballistic,74,transit_01_post_msd.png,ok
TOI-2154,59,2,pre_baseline,pre,exponential,2.77295,-791.65362,Hyperballistic,74,transit_02_pre_msd.png,ok
TOI-2154,59,2,in_transit_raw,raw,exponential,1.85236,-0.61197,Superdiffusive,74,transit_02_raw_msd.png,ok
TOI-2154,59,2,in_transit_model,model,exponential,1.93127,-0.38734,Superdiffusive,74,transit_02_model_msd.png,ok
TOI-2154,59,2,in_transit_resid,resid,exponential,2.80138,-219.0945,Hyperballistic,74,transit_02_resid_msd.png,ok
TOI-2154,59,2,post_baseline,post,exponential,2.78548,-919.22128,Hyperballistic,74,transit_02_post_msd.png,ok
TOI-2154,59,3,pre_baseline,pre,exponential,2.80016,-395.68671,Hyperballistic,74,transit_03_pre_msd.png,ok
TOI-2154,59,3,in_transit_raw,raw,exponential,1.88306,-0.36618,Superdiffusive,74,transit_03_raw_msd.png,ok
TOI-2154,59,3,in_transit_model,model,exponential,1.93175,-0.38537,Superdiffusive,74,transit_03_model_msd.png,ok
TOI-2154,59,3,in_transit_resid,resid,exponential,2.80377,-426.92138,Hyperballistic,74,transit_03_resid_msd.png,ok
TOI-2154,59,3,post_baseline,post,exponential,2.87499,-157.88743,Hyperballistic,73,transit_03_post_msd.png,ok
TOI-2154,59,4,pre_baseline,pre,exponential,2.79386,-781.13197,Hyperballistic,74,transit_04_pre_msd.png,ok
TOI-2154,59,4,in_transit_raw,raw,exponential,1.89163,-0.42898,Superdiffusive,74,transit_04_raw_msd.png,ok
TOI-2154,59,4,in_transit_model,model,exponential,1.93214,-0.38759,Superdiffusive,74,transit_04_model_msd.png,ok
TOI-2154,59,4,in_transit_resid,resid,exponential,2.80639,-446.06757,Hyperballistic,74,transit_04_resid_msd.png,ok
TOI-2154,59,4,post_baseline,post,exponential,2.80885,-256.04749,Hyperballistic,74,transit_04_post_msd.png,ok
TOI-2154,59,5,pre_baseline,pre,exponential,2.79984,-268.98787,Hyperballistic,74,transit_05_pre_msd.png,ok
TOI-2154,59,5,in_transit_raw,raw,exponential,1.77612,-0.40588,Superdiffusive,74,transit_05_raw_msd.png,ok
TOI-2154,59,5,in_transit_model,model,exponential,1.93205,-0.38674,Superdiffusive,74,transit_05_model_msd.png,ok
TOI-2154,59,5,in_transit_resid,resid,exponential,2.80044,-567.5085,Hyperballistic,74,transit_05_resid_msd.png,ok
TOI-2154,59,5,post_baseline,post,exponential,2.80302,-470.49188,Hyperballistic,74,transit_05_post_msd.png,ok
TOI-2154,59,6,pre_baseline,pre,exponential,2.80708,-296.21527,Hyperballistic,74,transit_06_pre_msd.png,ok
TOI-2154,59,6,in_transit_raw,raw,exponential,1.81492,-0.40242,Superdiffusive,74,transit_06_raw_msd.png,ok
TOI-2154,59,6,in_transit_model,model,exponential,1.93129,-0.38716,Superdiffusive,74,transit_06_model_msd.png,ok
TOI-2154,59,6,in_transit_resid,resid,exponential,2.80561,-393.44365,Hyperballistic,74,transit_06_resid_msd.png,ok
TOI-2154,59,6,post_baseline,post,exponential,2.80805,-287.50612,Hyperballistic,74,transit_06_post_msd.png,ok
